Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait descriptio,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method descriptio,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_358:0001129,UQLw_M_cm,UQLw (cm),"Variety test, QTL evaluation",,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000761,Upper quartile length by weight,Quality,Using AFIS to measure the length which is exceeded by 25% of the fibers by weight,,UQLW,,Fiber,Length,,,CO_358:0000762,UQLW - AFIS Measurement,Measurement,"UQLw (mm), an AFIS measurement. It is the length which is exceeded by 25% of the fibers by weight",,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001130,L2L_M_cm,2nd lobe length (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000847,Leaf second lobe length,Morphological,The length of leaf second lobe,,L2L,,Leaf,Lobe length,,,CO_358:0000899,L2L - Measurement,Measurement,Measure the length of leaf 2nd lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001131,L3L_M_cm,3rd lobe length (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000849,Leaf third lobe length,Morphological,The length of leaf third lobe,,L3L,,Leaf,Lobe length,,,CO_358:0000900,L3L - Measurement,Measurement,Measure the length of leaf 3rd lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001132,L1L_M_cm,main lobe length (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000845,Leaf main lobe length,Morphological,The length of leaf main lobe,,L1L,,Leaf,Lobe length,,,CO_358:0000901,L1L - Measurement,Measurement,Measure the length of leaf main lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001133,L2W_M_cm,2nd lobe width (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000848,Leaf second lobe width,Morphological,The width of leaf second lobe,,L2W,,Leaf,Lobe width,,,CO_358:0000902,L2W - Measurement,Measurement,Measure the width of leaf 2nd lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001134,L3W_M_cm,3rd lobe width (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000850,Leaf third lobe width,Morphological,The width of leaf third lobe,,L3W,,Leaf,Lobe width,,,CO_358:0000903,L3W - Measurement,Measurement,Measure the width of leaf 3rd lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001135,L1W_M_cm,main lobe width (cm),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000846,Leaf main lobe width,Morphological,The width of leaf main lobe,,L1W,,Leaf,Lobe width,,,CO_358:0000904,L1W - Measurement,Measurement,Measure the width of leaf main lobe,,Song et al.,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001136,FV1RKPltH_M_cm,FOV1-RKN plant height (cm),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000853,Plant height near defoliation,Agronomic,Height of the plant rated near the time of defoliation,,PH,,Plant,Height,,,CO_358:0000920,PH - Measurement,Measurement,Plant height (cm) in a field infested with Fusarium oxysporum f. sp. vasinfectum race 1 and root-knot nematodes.,,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001137,FV4PltH_M_cm,FOV4 plant height (cm),Trial evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000853,Plant height near defoliation,Agronomic,Height of the plant rated near the time of defoliation,,PH,,Plant,Height,,,CO_358:0000921,PH - Measurement,Measurement,Plant height (cm) in a field infested with Fusarium oxysporum f. sp. vasinfectum race 4.,,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001138,PH_M_cm,plant height (cm),Trial/Germplasm/QTL evaluation,Mature,"Standard for RBTN, UZ",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000032,Plant height,Agronomic,Height of the plant at maturity,,PH,,Plant,Height,,,CO_358:0000922,PH - Measurement,Measurement,Plant height: height from the ground to the main stem tip (cm) measuring with ruler,,,CO_358:0000055,cm,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001139,FS_M_cNtex,T1 (cN/tex),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000015,Fiber strength,Quality,"The fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",Fiber tenacity,FS,,Fiber,Elongation,,,CO_358:0000892,FS - Measurement T1,Measurement,"Is the fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in cN per tex",,,CO_358:0000056,cN/tex,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001140,SGCp_M,gossypol plus,Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000842,Gossypol plus content,Biochemical,The content of gossypol in enantiomeric plus form,,SGCp,SGC,Seed,Gossypol content,,,CO_358:0000391,SGC_plus - Measurement,Measurement,Gossypol is a terpenoid aldehyde that exists in enantiomeric forms (+),,NCVT,CO_358:0000057,content,Numerical,2,0,1,,,,,,,,,,,
,CO_358:0001141,SGCm_M,gossypol minus,Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000841,Gossypol minus content,Biochemical,The content of gossypol in enantiomeric minus form,,SGCm,SGC,Seed,Gossypol content,,,CO_358:0000394,SGC_minus - Measurement,Measurement,Gossypol is a terpenoid aldehyde that exists in enantiomeric forms (-),,NCVT,CO_358:0000057,content,Numerical,2,0,1,,,,,,,,,,,
,CO_358:0001142,L2L3A_M_degree,angle between 2nd and 3rd lobes (âˆž),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000843,Leaf angle between 2nd and 3rd lobes,Morphological,The angle between leaf second the third lobes,,L2L3A,,Leaf,Angle between leaf lobes,,,CO_358:0000897,L2L3A - Measurement,Measurement,Measure the angle between two leaf lobes,,Song et al.,CO_358:0000058,degree,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001143,L1L2A_M_degree,angle between main and 2nd lobes (âˆž),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000844,Leaf angle between main and 2nd lobes,Morphological,The angle between leaf main and second lobes,,L1L2A,,Leaf,Angle between leaf lobes,,,CO_358:0000898,L1L2A - Measurement,Measurement,Measure the angle between two leaf lobes,,Song et al.,CO_358:0000058,degree,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001144,BWt_Cmp_g,BWT (g),"Variety test, Trial/Germplasm/QTL evaluation",,Standard for Cotton,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000408,Seed cotton weight per boll,Agronomic,The average weight in grams of a boll,Boll size,BWT,,Seed cotton,Weight,,,CO_358:0000409,BWT - Computation,Computation,BWT (seed cotton weight per boll) = the weight of 25 boll samples in gram divided by 25,BWT = 25_boll_sample_weight/25,RBTN,CO_358:0000059,g,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001145,SKI_M_g,SKI (g),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000414,Seed kernel index,Agronomic,Weight in grams of kernel per 100 seeds,,SKI,,Seed,Kernel weight,,,CO_358:0000415,SKI - Measurement,Computation,Weight in grams of seed coats per 100 seeds,Weight in grams of seed coats per 100 seeds,,CO_358:0000059,g,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001146,FNS_M_g,FNS (g),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000417,Fiber nep size,Quality,"Fiber nep size (FNS), an AFIS measurement on nep size",,FNS,,Fiber,Nep size,,,CO_358:0000418,FNS - AFIS Measurement,Measurement,"FNS (g), an AFIS measurement on nep size",,,CO_358:0000059,g,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001147,SFCw_M_g,SFCw (g),"Variety test, QTL evaluation",,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000046,Short fiber content,Quality,"The percent by weight of short fibers (12.7 mm or less) measured by Suter-Webb array method, or AFIS (Advance Fiber Information System), or the SFI from HVI (High Volume Instrument)",,SFC,,Fiber,Short fiber content,,,CO_358:0000431,SFC - AFIS SFCw Measurement,Measurement,"SFCw (g), an AFIS measurement on the percent of the fibers, calculated by weight, that are less than 0.50 inch or 12.7 mm",,,CO_358:0000059,g,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001148,FNC_M_g1,FNC (g-1),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000487,Fiber nep count,Quality,Nep count is the number of neps per 100 square inches of card web forming (a standard hank of sliver of 12 NE on a 40 inch wide card),,FNC,,Fiber,Nep content,,,CO_358:0000488,FNC - AFIS Measurement,Measurement,"FNC (g-1), an AFIS measurement on nep count",,,CO_358:0000060,g-1,Numerical,0,0,,,,,,,,,,,,
,CO_358:0001149,SCNC_M_g1,seed coat nep (g-1),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000490,Seed coat nep count,Quality,This is the number of neps normalized per gram that are classified as seed coat neps,,SCNC,,Seed coat,Nep content,,,CO_358:0000491,SCNC - AFIS Measurement,Measurement,SCNC (Seed Coat Nep Count per Gram) is an AFIS measurement on the number of neps normalized per gram that are classified as seed coat neps,,,CO_358:0000060,g-1,Numerical,0,0,,,,,,,,,,,,
,CO_358:0001150,TNC_M_g1,total nep (g-1),Variety test,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000493,Total nep count,Quality,The total nep count normalized per gram. This includes both fiber and seed coat neps,,TNC,,Seed cotton,Nep content,,,CO_358:0000494,TNC - AFIS Measurement,Measurement,"TNC (Nep Count per Gram), an AFIS measurement on the total nep count normalized per gram. This includes both fiber and seed coat neps",,,CO_358:0000060,g-1,Numerical,0,0,,,,,,,,,,,,
,CO_358:0001151,LY_M_gplt,LY (g/plant),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000025,Lint yield,Agronomic,"The mean production of the plots harvested, expressed in weight of lint of each plant/plot/area",,LY,,Fiber,Yield,,,CO_358:0000496,LY - Measurement,Measurement,Lint yield (g/plant),,,CO_358:0000061,g/plant,Numerical,,0,,,,,,,,,,,,
,CO_358:0001152,SCY_M_gplant,SCY (g/plant),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000039,Seed cotton yield,Agronomic,Weight of harvested cotton seed by each plant/plot/area,,SCY,,Seed cotton,Yield,,,CO_358:0000498,SCY - Measurement,Measurement,Seed cotton yield (g/plant),,,CO_358:0000061,g/plant,Numerical,,0,,,,,,,,,,,,
,CO_358:0001153,LY_M_gplot,LY (g/plot),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000025,Lint yield,Agronomic,"The mean production of the plots harvested, expressed in weight of lint of each plant/plot/area",,LY,,Fiber,Yield,,,CO_358:0000500,LY - Measurement,Measurement,Lint yield (g/plot),,,CO_358:0000062,g/plot,Numerical,,0,,,,,,,,,,,,
,CO_358:0001154,SCY_M_gplot,SCY (g/plot),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000039,Seed cotton yield,Agronomic,Weight of harvested cotton seed by each plant/plot/area,,SCY,,Seed cotton,Yield,,,CO_358:0000502,SCY - Measurement,Measurement,Seed cotton yield (g/plot),,,CO_358:0000062,g/plot,Numerical,,0,,,,,,,,,,,,
,CO_358:0001155,FST0_M_gtex,T0 (g/tex),Germplasm evaluation,,Standard for UZ,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000015,Fiber strength,Quality,"The fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",Fiber tenacity,FS,,Fiber,Elongation,,,CO_358:0000882,FS - Measurement T0,Measurement,"Fiber Strength T0 from Pressley (joined jaws), expressed in grams force per tex",,,CO_358:0000063,g/tex,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001156,FS_M_gtex,T1 (g/tex),"Variety test, Trial/Germplasm/QTL evaluation",,"Standard for NCVT, RBTN, NCGC",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000015,Fiber strength,Quality,"The fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",Fiber tenacity,FS,,Fiber,Elongation,,,CO_358:0000893,FS - Measurement T1,Measurement,"Is the fiber strength of a bundle of fibers measured with the two jaws holding the fiber bundle separated by one-eighth inch, expressed in grams force per tex",,,CO_358:0000063,g/tex,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001157,Boll50_E_day,days to 50% boll opening,Germplasm/QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000008,Days to 50% boll opening,Phenological,Number of days between emergence and the first boll opening for 50% of the plants,,BOLL50,,Plant,Boll opening time,,,CO_358:0000511,BOLL50 - Estimantion,Estimation,Duration in days between seed germination and the first open boll for 50% of the plants,,,CO_358:0000064,growing days,Duration,,,,,,,,,,,,,,
,CO_358:0001158,Boll50S_E_day,days sowing to 50% boll opening,QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000008,Days to 50% boll opening,Phenological,Number of days between sowing day and the first boll opening for 50% of the plants,,BOLL50,,Plant,Boll opening time,,,CO_358:0000513,BOLL50 - Estimantion,Estimation,Duration in days between the date of sowing to the date when 50% of plants reached boll opening,,,CO_358:0000064,growing days,Duration,,,,,,,,,,,,,,
,CO_358:0001159,DOE50_E_day,days to 50% seed germinating,Germplasm/QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000515,Days to 50% emergence,Phenological,Number of days to 50% emergence of cotton seedlings,,DOE50,,Plant,Emergence time,,,CO_358:0000516,DOE50 - Estimantion,Estimation,Duration in days from seed to seed germination,,,CO_358:0000064,growing days,Duration,,,,,,,,,,,,,,
,CO_358:0001160,FLW50_E_day,days to 50% flowering,Germplasm/QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000518,Days to 50% flowering,Phenological,Number of days between emergence and the first flower for 50% of the plants,,FLW50,,Plant,Flowering time,,,CO_358:0000519,FLW50 - Estimantion,Estimation,Duration in days between seed germination to 50% flowering,,,CO_358:0000064,growing days,Duration,,,,,,,,,,,,,,
,CO_358:0001161,DOFB_E_day,days flowering to boll open,QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000521,Days flowering to boll open,Phenological,Number of days from flowering to boll opening,,DOFB,,Plant,Flowering to boll opening time,,,CO_358:0000522,DOFB - Estimantion,Estimation,Number of days from flowering to boll opening,,,CO_358:0000064,growing days,Duration,,,,,,,,,,,,,,
,CO_358:0001162,UHML_M_inch,UHML (inch),"Variety test, Trial evaluation",,"Standard for NCVT, RBTN",,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000011,Fiber length,Quality,Fiber length is measured on a beard of cotton fibers on HVI systems and is reported in hundredths of an inch and equivalent staple length in thirty-seconds of an inch,,UHML,,Fiber,Length,,,CO_358:0000524,FL_UHML - HVI Measurement,Measurement,"UHML is an HVI standard measurement, it is the average length of the longer one-half of the fibers",,,CO_358:0000065,inch,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001163,FLn_M_inch,FLn (inch),Trial evaluation,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000528,Fiber length by number,Quality,Using AFIS to measure the mean length of fibers calculated by weight,,FLN,,Fiber,Number,,,CO_358:0000529,FLN - AFIS Measurement,Measurement,"FLn, an AFIS measurement on the mean length of fibers calculated by number",,,CO_358:0000065,inch,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001164,FLw_M_inch,FLw (inch),Trial evaluation,,Standard for NCVT,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000012,Fiber length by weight,Quality,Using AFIS to measure the mean length of fibers calculated by weight,,FLW,,Fiber,Length,,,CO_358:0000750,FLW - AFIS Measurement,Measurement,"FLw, an AFIS measurement on the mean length of fibers calculated by weight",,,CO_358:0000065,inch,Numerical,2,0,,,,,,,,,,,,
,CO_358:0001165,FCG_E_idx,FCG,Germplasm evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000534,Fiber color grade,Quality,Color grade refers to the gradations of reflectance (Rd) and yellowness (+b) the cotton,,FCG,,Fiber,Color grade,,,CO_358:0000535,FCG - HVI Color Chart,Measurement,"FCG (fiber color grade) is determinded based on HVI Color Chart, a chart that shows the graphic plot of the distribution of reflectance (Rd) and yellowness (+b) for American Upland cotton. It includes color grades for white, light spotted, spotted, tinged and yellow stained cotton",,Cotton Inc.,CO_358:0000066,index,Text,,,,,,,,,,,,,,
,CO_358:0001166,LY_M_kgha,LY (kg/ha),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000025,Lint yield,Agronomic,"The mean production of the plots harvested, expressed in weight of lint of each plant/plot/area",,LY,,Fiber,Yield,,,CO_358:0000537,LY - Measurement,Measurement,Lint yield (kg/ha),,,CO_358:0000067,kg/ha,Numerical,1,0,,,,,,,,,,,,
,CO_358:0001167,SCY_M_kgha,SCY (kg/ha),QTL evaluation,,,,CottonGen,Jing Yu,30/08/2021,EN,Cotton,CO_358:0000039,Seed cotton yield,Agronomic,Weight of harvested cotton seed by each plant/plot/area,,SCY,,Seed cotton,Yield,,,CO_358:0000539,SCY - Measurement,Measurement,Seed cotton yield (kg/ha),,,CO_358:0000067,kg/ha,Numerical,1,0,,,,,,,,,,,,
